CUST_ID,BALANCE,PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS
5431,28.593511,258.32,0,0.666667,10,4000,307.750161,161.030353
5432,1597.679284,272.4,0,1,16,1550,587.710246,1090.811625
5433,1140.91813,0,1531.176754,0,0,1800,1336.452403,374.452534
5434,1458.775165,0,1759.295218,0,0,3500,856.740386,379.255051
5435,2.307336,0,28.443974,0,0,3000,0,
5436,1173.112709,823.05,1000.869648,0.5,11,1500,2049.345099,266.90291
5437,287.817221,360,0,0.083333,1,3000,112.678222,208.247475
5438,3.894895,182.49,0,0.916667,11,1500,201.08824,13.88938
5439,2377.537394,0,2420.59067,0,0,5000,533.940153,826.56466
5440,4694.671605,0,4174.716471,0,0,12000,8919.228234,1075.889659
5441,30.072702,461.99,0,0.333333,4,6000,945.998757,104.810436
5442,44.538702,916.67,0,0.416667,5,1500,1075.578609,94.762661
5443,28.349518,235,0,0.25,4,6000,268.128456,67.701929
5444,557.277303,3739.78,0,0.833333,28,1500,3530.131795,190.985351
5445,1919.099019,240.27,2116.077457,0.833333,11,3200,763.674122,744.713817
5446,4837.835705,1283.4,6312.335558,0.818182,34,4500,5190.696125,6825.44203
5447,226.34624,2206.74,0,1,24,10000,1891.000067,204.477134
5448,2269.073907,284.9,490.612381,0.166667,6,6000,559.24901,786.402078
5449,588.618641,0,36.769821,0,0,1200,1386.88202,232.802183
5450,5825.38367,3426.12,570.064013,1,39,17000,2925.020526,1463.588692
5451,2267.664008,0,76.590404,0,0,2500,597.046672,673.465761
5452,2514.170127,87.28,1863.759832,0.083333,2,5000,4646.340788,767.829781
5453,2354.125834,5351.58,156.148653,1,21,10000,4452.753075,562.102772
5454,616.570241,5788.81,0,0.5,13,7000,5891.252034,285.762299
5455,153.679036,181.81,0,0.833333,16,1500,454.857585,183.013235
5456,417.898933,1735.17,649.936157,0.9,20,2500,1892.675483,170.458741
5457,810.089776,1428.89,0,0.181818,11,2500,1576.842421,395.761881
5458,450.746858,194.1,345.734661,0.166667,4,600,635.073163,389.795498
5459,21.441736,197.62,0,0.5,6,4000,398.382513,153.645248
5460,8978.156324,482.88,72.44379,0.75,15,9500,2112.619409,5817.079142
5461,1669.992809,91.84,1680.871074,0.166667,2,4400,348.40535,413.727143
5462,957.010021,604.8,901.754709,1,12,1000,811.45719,926.087148
5463,249.489629,0,3689.517625,0,0,6000,0,
5464,12.886661,1437.15,0,0.333333,4,2700,2372.012083,98.767606
5465,1502.517905,266.64,0,0.727273,8,1500,318.73308,792.01288
5466,2287.486277,0,2705.094894,0,0,3000,341.751466,327.277488
5467,184.890347,1686.86,0,0.25,5,6000,3873.506886,127.016328
5468,2122.821694,255.34,1331.769584,0.333333,6,5000,1016.843526,561.912557
5469,1097.28593,0,37.643261,0,0,1200,236.375748,259.21298
5470,114.523682,83,69.22803,0.166667,3,300,196.333324,201.615417
5471,298.779514,1205.85,0,0.666667,12,3000,378.768909,130.651802
5472,2306.698723,12784.51,191.652876,0.666667,68,6200,13705.00441,1310.291574
5473,8.838114,1003.66,0,0.583333,10,2500,1140.257668,31.497924
5474,1710.971649,2042.5,0,0.833333,12,9500,1952.923432,387.281405
5475,742.730997,6236.64,0,1,49,3750,8529.330225,256.82014
5476,1625.118547,2908.35,1029.560342,0.916667,40,3500,763.750978,1125.042573
5477,358.915537,0,709.485501,0,0,6400,331.996644,137.43958
5478,1060.420992,480.22,0,1,17,4200,2398.956105,342.2675
5479,1047.854274,384,0,1,12,1000,530.36208,1127.724623
5480,842.600625,0,679.67338,0,0,1200,1901.27932,324.801824
5481,2344.19277,0,1517.268703,0,0,3000,681.433652,592.032785
5482,352.736999,1833.9,0,0.416667,6,2500,1779.977904,188.774182
5483,1643.215639,0,2493.498137,0,0,2500,414.951308,7164.306187
5484,1638.42534,0,37.921481,0,0,1800,459.151425,335.813771
5485,855.571897,71.13,1343.021655,0.666667,6,1500,220.436374,583.820142
5486,2893.897487,18,3904.514452,0.083333,1,6000,483.729934,720.971058
5487,19.766484,197.48,0,0.333333,4,16000,409.933465,164.248292
5488,16304.88925,1770.57,7424.094447,0.5,9,19000,5337.961195,8345.641905
5489,5825.2877,230,1909.594385,0.083333,1,7000,1537.817125,1442.075559
5490,753.518771,1737.87,947.957969,1,27,2500,977.188809,313.922409
5491,40.074484,423.37,0,1,12,7000,430.466572,187.954393
5492,765.966137,1488.82,0,0.833333,24,4000,1111.593127,181.840836
5493,2594.878719,160,3095.18013,0.083333,3,9500,851.52967,596.332001
5494,91.655431,1110.01,0,0.166667,2,6000,3304.443043,84.471116
5495,1127.643812,14454.98,0,1,82,9000,12996.64271,289.757941
5496,1.874969,433.32,0,1,12,2000,238.913827,7.070714
5497,4241.864828,225.08,2842.771908,0.090909,2,5000,2011.126751,1282.428401
5498,287.565501,472.32,1785.926136,0.333333,7,1000,2022.302019,191.073806
5499,5604.357612,0,6067.586592,0,0,6500,1255.546074,1542.906309
5500,345.75483,3125.03,0,1,36,5500,3016.560969,189.375956
5501,56.872544,748.36,0,1,12,4000,698.817652,170.77492
5502,471.104779,0,58.192353,0,0,500,165.27161,190.841988
5503,11.944853,88.93,0,0.083333,1,2750,430.507379,154.067397
5504,4276.929643,298,7635.621091,0.166667,2,8000,969.689869,1336.9578
5505,1768.589163,63.7,0,0.083333,1,2000,750.927612,379.079339
5506,714.813335,1110.42,0,0.5,6,2200,4296.908322,4130.592522
5507,1222.745469,0,5396.550576,0,0,6000,15843.68136,1261.125201
5508,70.794108,0,211.854586,0,0,150,699.292482,599.5493
5509,67.72881,869.48,0,0.916667,20,3000,824.557797,175.239392
5510,1455.904478,149,1991.844526,0.083333,1,2200,2326.985125,1115.444711
5511,309.491763,0,3497.519958,0,0,4000,5364.680585,116.705952
5512,635.48213,1481.24,0,1,21,6000,805.516282,219.717476
5513,2475.507619,569.85,1909.470528,0.666667,14,5000,672.048823,658.657911
5514,6976.34614,2552.1,377.85546,1,50,9000,1850.332531,2024.379006
5515,3767.546906,3545.56,1841.555758,1,30,9000,4061.59893,1007.691447
5516,182.854647,1978.87,0,1,68,6000,1590.330808,167.136534
5517,14.571059,180.5,0,0.416667,5,6000,178.584988,69.359061
5518,10.035492,0,139.113927,0,0,1000,154.970698,77.402578
5519,2584.617366,0,385.424519,0,0,3000,3206.865961,557.973185
5520,3857.278468,0,1238.047916,0,0,4000,666.97848,635.614648
5521,374.101774,1283.36,0,1,14,1800,1482.140815,202.184147
5522,1696.302382,0,1578.159867,0,0,3000,650.716947,784.060078
5523,760.884589,2940.79,103.179579,0.833333,53,11500,426.798145,113.262756
5524,269.406382,2629.96,0,0.75,19,2200,1936.724441,202.619118
5525,2948.966018,4129.97,451.62219,1,56,5000,2557.014611,605.697272
5526,130.142888,0,435.228353,0,0,3000,791.783333,138.420191
5527,449.026889,313.2,0,1,12,1000,136.096707,217.449281
5528,2556.292783,0,226.369362,0,0,6000,1311.010857,841.880535
5529,3031.933707,2000.6,0,0.166667,3,6500,811.109413,858.298082
5530,26.982025,237.6,0,0.166667,2,2500,0,
5531,1866.428342,3306.06,0,1,54,5000,2248.341145,431.796784
5532,2059.035678,0,387.757647,0,0,2500,460.005554,754.982656
5533,30.395073,512.47,0,1,12,7000,484.669932,192.908611
5534,91.266202,701.59,0,0.333333,6,3200,812.383013,140.175864
5535,76.673877,410.9,0,0.666667,6,1500,449.09003,100.105897
5536,200.574081,675.9,0,0.416667,8,7500,753.502654,308.604961
5537,0,350.48,0,0.416667,5,2700,681.924724,
5538,1078.3009,0,1537.88642,0,0,1500,199.01051,226.880981
5539,633.209696,1625.01,0,1,29,2500,764.713719,206.988911
5540,26.296743,417,0,1,13,6500,960.737291,86.562843
5541,16.727614,128,0,0.333333,4,5000,363.86862,170.73776
5542,882.715792,120,322.935862,1,12,1000,307.584827,249.005928
5543,1540.077454,0,3490.330397,0,0,4000,383.056837,394.763386
5544,10495.73934,5038.27,0,1,108,14500,2564.857063,4606.755937
5545,2182.752161,3216.97,5594.061996,1,51,10000,7573.546529,501.711259
5546,177.822533,0,212.597424,0,0,3000,141.272092,271.376651
5547,3127.073601,4468.44,0,1,55,4500,665.046852,850.247297
5548,924.170798,1663.77,3718.276337,0.833333,21,3000,4201.694496,307.53747
5549,750.528885,1384.79,0,1,34,1800,759.916056,225.743387
5550,701.135691,1004.04,181.874234,0.416667,6,3000,359.829195,190.226811
5551,21.960773,175.45,0,1,11,1500,143.609104,164.361594
5552,1175.922628,14.72,79.252166,0.083333,1,1200,347.568201,463.992512
5553,4612.147149,0,2260.623056,0,0,6500,1210.9845,1565.678756
5554,19.928467,310.64,0,0.666667,8,9000,409.454228,175.245981
5555,26.157304,318.41,0,0.75,11,5000,240.474518,154.2101
5556,13.99841,94.86,0,0.857143,6,1500,68.323361,104.264949
5557,1594.328636,0,2880.609563,0,0,3000,348.795318,510.986097
5558,37.050529,367.17,0,1,19,2000,326.624678,152.547744
5559,844.230511,615,0,0.666667,9,1500,1028.163341,183.039309
5560,1228.170181,817.94,0,0.666667,8,1500,708.383328,831.442071
5561,1727.699797,0,414.072507,0,0,2000,396.836709,680.410348
5562,1306.735189,0,256.361633,0,0,5500,536.065588,324.670041
5563,5182.092727,3183.43,445.337568,1,67,6000,2400.861889,2257.788425
5564,756.573198,1056.64,548.067443,0.5,16,1800,1597.746211,309.576217
5565,1727.516892,624.46,0,0.333333,9,1800,925.227009,865.078504
5566,1441.404242,0,7313.203925,0,0,8000,462.437204,856.401575
5567,1032.823341,1540.06,0,1,28,4000,3846.028003,322.506371
5568,1623.176564,0,3478.643597,0,0,3000,1007.211689,433.963634
5569,1602.425383,0,1770.282273,0,0,2500,1434.566669,597.46081
5570,14.593148,158.7,0,1,23,5200,193.70608,141.02725
5571,20.700474,94.98,0,0.857143,6,1000,86.16753,104.771473
5572,3467.619262,468.49,2493.180667,0.833333,10,4000,1612.002883,898.050967
5573,212.84035,1944.48,0,1,36,6000,1780.988408,182.31869
5574,387.449138,253.7,0,0.416667,8,3000,198.133653,200.73031
5575,2901.999862,11250.65,0,1,274,9500,6443.381719,691.328423
5576,828.013302,126.48,0,0.25,3,3000,301.728915,224.641178
5577,884.16375,823.52,0,1,56,1500,416.870269,294.032386
5578,71.186651,1500,0,1,12,3000,1330.781779,118.364043
5579,1167.254965,499.92,0,1,12,1200,897.514706,1358.434639
5580,6090.22908,1583.23,8983.561279,0.666667,8,7000,8054.48508,1805.455623
5581,2986.070256,178.9,1948.211838,0.333333,4,10000,619.02881,1149.24369
5582,74.277994,795.57,0,1,19,5000,899.310578,178.313275
5583,79.222393,994.96,0,0.916667,22,3500,612.645199,160.160912
5584,997.98763,952.29,274.949525,1,17,1200,1273.253687,580.934766
5585,8737.860241,0,5424.78258,0,0,10500,2804.040289,2312.250917
5586,2236.176309,1114.43,0,1,21,9000,615.627805,634.853764
5587,2932.136377,0,1866.470014,0,0,3500,809.813492,849.210431
5588,126.159165,144.9,0,0.25,6,450,1307.853194,1336.106153
5589,963.467447,720.57,0,1,12,2600,2304.882707,392.9199
5590,641.02208,0,180.321494,0,0,1000,345.161002,277.7637
5591,2638.45383,0,262.082802,0,0,2900,642.830286,599.508236
5592,2800.848284,0,230.345891,0,0,3000,864.931529,1796.44717
5593,921.334338,161.6,18.980421,0.5,6,1500,1757.687136,5482.177329
5594,324.831712,0,1282.314634,0,0,3000,3585.134646,270.542229
5595,144.006679,45.65,0,0.083333,1,1000,287.560084,177.475343
5596,1737.967907,249,1669.386699,0.083333,2,2500,1543.486682,374.993899
5597,266.142747,2109.17,0,1,40,7000,2003.273695,176.453648
5598,3956.072098,82,2113.060571,0.166667,2,4500,811.119073,1325.010085
5599,3128.61332,3875.71,0,1,98,6500,1628.411065,1548.159984
5600,2731.319748,0,410.837121,0,0,3000,696.542192,761.827013
5601,1478.069308,0,37.483718,0,0,1500,287.13201,531.655053
5602,1357.969348,0,2903.355319,0,0,6000,12353.26546,717.788508
5603,59.32524,527.63,0,1,11,1000,435.994202,158.158755
5604,2.71921,0,365.729727,0,0,6000,3961.072777,29.048708
5605,145.379392,0,79.010936,0,0,1000,542.489358,156.265479
5606,730.058174,782.6,0,1,12,12000,278.865346,238.608197
5607,1916.067737,0,4690.22899,0,0,4000,7730.195068,1442.992764
5608,204.041606,1173.34,0,0.7,20,5000,871.245658,137.913285
5609,203.62963,0,589.991614,0,0,3000,314.842514,185.625798
5610,9166.016365,0,2911.322626,0,0,10500,2335.737316,3361.046714
5611,1371.015868,180,0,0.166667,2,3000,534.055194,866.123831
5612,218.35043,54.25,0,0.333333,4,500,704.553221,1722.057336
5613,89.579737,1174.59,0,0.181818,2,12500,711.52357,27.094432
5614,665.786437,5634.56,0,1,104,5200,5831.664538,202.213224
5615,0.298538,510,0,1,12,6500,557.480712,
5616,9.052765,172,0,0.166667,2,6000,179.644191,118.316999
5617,1631.603874,0,831.780875,0,0,1800,357.259124,687.048707
5618,501.360034,107.27,0,0.25,3,7500,614.163281,188.038862
5619,672.84733,1969.47,0,0.5,7,5500,1204.587035,238.195134
5620,1308.128024,623.03,0,0.916667,15,1500,306.967651,356.087522
5621,29.929842,259.59,0,0.166667,3,2500,682.334296,175.624776
5622,8894.553534,476.84,6098.490836,0.166667,3,12000,2163.376448,2871.461432
5623,40.778677,100.98,0,0.333333,4,400,227.659466,196.226103
5624,46.816731,539.88,0,1,14,6000,457.377375,187.088484
5625,18.430156,342.5,0,0.083333,2,6000,230.757968,73.567323
5626,1393.098681,353.43,1465.018056,0.7,14,1500,491.576263,502.718043
5627,64.03101,646.5,0,0.833333,17,1500,564.329726,151.912905
5628,47.783061,0,545.183508,0,0,3000,0,
5629,425.549034,151.68,0,1,12,1000,72.454987,270.085264
5630,907.371097,55.65,0,0.166667,3,1000,416.818116,603.735158
5631,2828.808139,199,0,0.25,3,8000,615.69756,792.533866
5632,1372.443049,0,3895.022384,0,0,2500,2697.2213,679.634933
5633,34.351126,45.65,0,0.083333,1,1500,79.207316,208.550713
5634,2997.999455,288.4,931.971634,0.75,9,9000,1733.213844,705.163246
5635,2223.497527,132.28,1380.807166,0.75,6,3000,244.379096,582.083146
5636,4506.810924,0,312.118407,0,0,5000,1194.027733,1726.574128
5637,32.290778,1185.34,0,0.583333,10,8000,428.89277,176.271756
5638,1394.245166,684.85,1574.545965,0.583333,7,1500,2411.283485,1291.78569
5639,433.979083,0,2779.963478,0,0,1500,1596.987626,187.596016
5640,294.280019,19.9,75.255164,0.083333,1,1000,214.638861,174.577973
5641,356.669878,0,390.549563,0,0,1200,1936.324445,117.244717
5642,379.198083,40,0,0.166667,3,2900,224.790156,212.520426
5643,264.051708,63,39.762754,0.083333,1,5000,360.123912,192.075716
5644,218.894935,568.34,0,0.333333,4,3000,279.74723,241.723393
5645,255.628716,2525.88,0,1,47,6000,1936.907938,198.598427
5646,2584.317807,0,6036.492283,0,0,3000,6024.595066,826.013735
5647,1283.560983,0,871.427059,0,0,4000,4525.286325,408.805328
5648,7.634737,61.26,0,0.25,3,4000,247.778082,139.574077
5649,2091.627351,4361.04,4224.133411,1,109,2500,7608.515679,915.803727
5650,31.299159,185.13,0,0.5,3,3000,289.706891,85.464647
5651,520.521822,820.29,0,0.916667,11,6000,2295.229351,274.668404
5652,95.162463,1000,0,0.75,8,11500,824.871032,101.683837
5653,1930.738051,0,2396.848186,0,0,2500,364.208749,710.889925
5654,880.259646,831.52,0,0.5,20,1200,975.402992,229.25572
5655,1593.655423,358.7,618.455892,0.416667,8,2000,467.499859,449.473659
5656,31.303174,322.41,0,0.916667,11,1500,266.683039,168.946603
5657,4628.109931,912.54,0,1,21,5000,3746.305759,56370.04117
5658,7.992356,196.66,0,0.166667,2,7000,90.0711,29.862755
5659,16.646768,135.28,0,0.5,6,4000,212.020939,142.655139
5660,356.883731,929.29,0,1,13,1200,1587.56373,193.337889
5661,1706.846933,1000,2022.36136,0.142857,1,2500,862.833252,233.053173
5662,3842.454902,0,6381.534619,0,0,6500,3869.74895,1742.491124
5663,66.296517,56.44,0,0.333333,4,1500,110.099433,166.020925
5664,35.771638,443.04,0,1,12,1500,404.189925,151.005361
5665,2431.019916,729.82,2555.909872,0.181818,4,3500,46.969049,18924.00199
5666,5585.30457,515.28,656.485086,1,12,6000,1353.941998,2230.75253
5667,897.877807,1758.75,2557.126189,0.583333,7,6000,3349.425019,243.137378
5668,0.734665,254.23,0,0.555556,5,1500,0,
5669,1163.135011,0,884.506039,0,0,1200,222.485191,420.701352
5670,225.404563,2424.34,0,0.666667,9,7500,3023.04845,169.574114
5671,1298.539837,42.56,0,0.25,3,1500,278.050986,814.495329
5672,59.614155,438,0,1,12,1500,525.046566,149.110815
5673,2648.784405,6697.57,0,0.916667,65,8200,2984.80545,678.731919
5674,391.673369,1944.64,0,0.833333,29,6000,2218.376164,211.587611
5675,1190.007646,0,1491.137439,0,0,1500,175.509452,546.469472
5676,152.255187,894.28,0,0.5,5,4000,304.061592,84.043137
5677,269.966481,0,1579.555134,0,0,3000,2097.898378,272.284192
5678,4539.839383,384,74.101229,1,13,5000,879.549573,2035.107418
5679,25.383911,401.16,0,0.916667,11,2500,419.168947,164.819559
5680,964.386954,0,1852.449594,0,0,3200,5586.40448,5766.252183
5681,121.671833,540,0,0.583333,9,1800,238.201855,231.170968
5682,337.269093,0,149.696598,0,0,1200,482.296401,191.122638
5683,92.902071,812.74,0,1,18,4000,708.651818,176.003434
5684,1422.3042,0,115.324837,0,0,3000,3489.163639,5873.275911
5685,6.542818,178,0,0.857143,6,1500,231.111728,19.703002
5686,80.198389,981.75,0,0.583333,14,1000,1381.850719,58.816069
5687,153.377124,2048.5,0,1,51,7000,1512.631142,178.977455
5688,445.179998,0,58.770943,0,0,500,197.851349,214.062758
5689,26.572803,277.33,0,1,17,6000,258.265698,129.984016
5690,1337.133737,0,73.354616,0,0,1500,349.862368,350.033702
5691,487.723632,0,978.210005,0,0,1500,1454.589519,184.288462
5692,2487.42306,113.25,512.570394,0.416667,5,2500,600.106329,1033.145181
5693,4.966985,59.34,0,0.166667,2,2000,360.724808,111.894178
5694,171.267988,2062.67,0,1,39,7500,1913.827405,180.637896
5695,845.930093,2384.15,1950.164327,1,62,2500,4029.993964,232.49717
5696,1380.729836,145.94,589.017161,0.083333,3,1800,610.851898,610.251148
5697,97.064177,863.97,0,0.416667,9,7000,1384.018459,103.701385
5698,930.322044,444.96,0,1,12,1000,630.302306,657.600716
5699,126.169985,1155,0,0.833333,10,3900,1375.353007,158.020499
5700,832.183808,0,1991.951203,0,0,2500,1497.093428,255.621363
5701,253.367476,626.69,0,0.416667,5,1500,969.151872,176.889617
5702,2111.244939,147.12,1578.669085,0.083333,1,6500,4014.564637,475.89936
5703,1450.649137,0,1782.155586,0,0,4000,843.588576,316.380664
5704,4593.098361,0,6944.484735,0,0,7000,1108.771839,1744.975926
5705,3598.913061,53.13,2767.233925,0.083333,1,6000,868.558084,1233.962964
5706,106.390419,1038.38,0,0.666667,14,6000,918.029106,140.547255
5707,82.476563,637.44,0,1,12,4000,623.916338,179.604687
5708,117.324773,1101,0,1,21,7500,1002.953582,178.537408
5709,16.34663,267.06,0,0.5,7,1000,318.011069,113.606953
5710,2447.62454,116.16,729.174169,0.5,7,7500,525.469962,571.995314
5711,1421.787032,0,2017.846783,0,0,1500,2180.007785,622.671345
5712,1219.143484,0,1893.219765,0,0,2000,204.789406,274.065414
5713,2456.499396,4791.33,0,1,78,6500,839.407521,817.36242
5714,59.064314,686,0,0.333333,7,3000,840.254381,182.922865
5715,1042.614416,0,119.716756,0,0,1200,269.011259,437.211705
5716,6851.39075,4004,10616.27014,0.909091,18,7500,6746.5317,22011.7798
5717,3871.433675,0,975.139233,0,0,9500,903.655941,953.264819
5718,646.398621,839.05,0,1,19,4500,1350.435597,248.178351
5719,802.086509,2008.98,0,0.583333,28,4500,468.463615,302.127133
5720,3881.679582,15.92,2183.782456,0.083333,1,5500,1032.183632,1129.747227
5721,7886.777059,0,12876.04361,0,0,12000,11080.9622,2275.686103
5722,1466.852542,543.58,0,0.25,4,2500,518.150669,355.284593
5723,47.162463,1276.72,0,0.416667,5,6000,602.244665,94.668806
5724,525.918697,522.2,1748.234165,1,18,2500,2609.937964,155.337674
5725,2466.452707,118.72,0,0.166667,3,5000,732.01795,908.384613
5726,1184.120178,69.49,1719.993551,0.083333,2,1400,712.25724,385.314668
5727,1084.649802,0,708.865975,0,1,1500,973.731202,252.062796
5728,1414.422361,90.03,0,0.833333,12,1500,323.893824,492.851078
5729,79.470417,601.84,0,0.583333,7,7500,799.1846,133.319408
5730,170.086639,1218.11,0,0.75,9,6000,1277.281619,152.507474
5731,585.537233,178,723.138529,0.333333,4,1000,1198.443149,316.758371
5732,124.506347,1194.54,0,0.916667,11,7500,961.895302,169.006513
5733,7834.073316,239.58,5160.785017,0.083333,2,12000,8848.955996,2295.921053
5734,1079.097023,247.44,0,1,12,1200,503.445403,302.481716
5735,1761.69297,0,950.448895,0,0,2000,414.860394,452.085171
5736,1874.572121,0,1359.837109,0,0,2500,329.797397,507.068261
5737,10243.14763,0,4501.06755,0,0,13000,1882.490974,5624.605818
5738,812.317275,404.91,0,0.75,18,1000,573.841447,318.793218
5739,511.825603,362.48,0,0.416667,10,2000,2400.443969,377.084941
5740,1427.42297,61,4327.398235,0.166667,2,9000,5907.105978,389.155496
5741,4932.396527,0,245.596578,0,0,6000,5403.894447,14437.12209
5742,275.470825,2967.42,0,0.916667,40,3500,2569.455026,169.807651
5743,55.539236,201.27,0,0.083333,1,7500,467.319744,144.25972
5744,403.816601,3431,0,0.9,15,10000,2370.440541,139.047088
5745,1799.320009,0,872.408101,0,0,2000,298.163408,718.578894
5746,1821.024103,0,323.218285,0,0,1800,954.718474,1910.925633
5747,0.892901,492,0,1,24,7500,450.655804,19.582178
5748,1267.621753,107.05,0,0.416667,5,4000,505.790714,382.36978
5749,1201.204437,117.89,0,0.333333,4,1200,283.696314,454.665216
5750,1343.200147,848.53,0,0.666667,14,5500,817.669027,333.092064
5751,626.359675,2102.13,1578.03608,1,45,1000,3537.414389,228.297707
5752,644.987222,0,1059.025424,0,0,1200,148.120171,132.494842
5753,1474.532261,106,36.308611,0.083333,2,3000,349.349174,434.513783
5754,6241.937842,0,11071.93364,0,0,12000,12181.03139,1475.203723
5755,11.566281,148.56,0,1,12,1500,128.994977,139.382867
5756,741.05358,0,37.527333,0,0,1200,1267.067064,231.513272
5757,48.660932,651.08,0,1,17,3500,706.145992,174.363145
5758,1139.691004,117,0,0.083333,1,1200,492.089429,437.099794
5759,1207.465786,125,0,0.333333,4,1800,1872.705924,458.501302
5760,3160.087236,0,757.003109,0,0,8000,744.90895,715.509134
5761,1184.723988,373.44,0,0.083333,1,12000,6674.591055,384.155979
5762,561.346036,4430.12,80.614627,1,68,4500,3750.631255,183.469161
5763,0,1021.56,0,1,36,3000,0,
5764,3200.184366,0,2139.707578,0,0,5000,780.190463,920.718093
5765,408.724408,89.39,108.912198,0.083333,1,3000,166.426897,211.611083
5766,18.98265,327.37,0,0.333333,11,6500,1430.996352,137.788624
5767,986.828539,417.25,778.725777,0.333333,7,1200,1706.126097,398.734242
5768,3144.690403,865.94,0,0.25,4,3500,1018.210531,977.712784
5769,202.08047,190.96,0,0.25,3,1000,156.408373,173.016455
5770,371.896615,332,850.393519,1,10,2500,1756.127984,126.406004
5771,4450.957226,8445.96,0,1,224,6500,4792.662317,1124.614121
5772,2754.041187,132,2959.646926,0.25,3,5000,635.462392,849.355936
5773,17.245539,19.5,0,0.083333,1,1500,95.789433,119.880198
5774,4940.113918,814.66,908.434086,0.583333,8,10000,1904.849069,1428.029439
5775,1826.387864,0,89.176017,0,0,2000,367.804353,4653.581451
5776,793.213204,1011.16,0,0.833333,19,1000,842.847535,307.591569
5777,983.363407,275.06,0,0.5,6,1000,587.715737,316.239935
5778,473.807764,546.94,0,1,19,7000,1612.129418,121.996148
5779,4060.33426,1007.27,2779.207967,0.833333,23,9500,1348.99396,1492.995627
5780,3007.035526,209.02,2484.069695,0.25,4,6000,1285.267277,688.582671
5781,51.640761,453.24,0,1,12,5000,507.364658,170.772711
5782,1.864427,0,93.468447,0,0,1800,0,
5783,57.657781,587.25,0,0.75,9,1000,779.274805,138.599057
5784,1876.872139,0,741.088191,0,0,2300,940.91574,583.146807
5785,1496.172117,0,1357.679075,0,0,6500,368.342402,318.402704
5786,3120.25648,339.96,3585.834892,1,12,8000,861.174315,893.770943
5787,0,102.72,0,1,12,1500,0,
5788,4646.574386,773.22,0,0.833333,16,4900,1379.043262,2171.800125
5789,6223.173969,0,3607.876623,0,0,7500,1373.795303,1450.180855
5790,269.816561,1965.95,0,0.083333,2,5500,0,
5791,1851.622011,200,152.692363,0.083333,1,2000,712.34021,798.280589
5792,10.334498,62.36,0,0.083333,1,1800,232.96458,119.309297
5793,434.729411,1486.5,392.060381,0.333333,4,3700,7228.69205,324.522761
5794,5938.788939,3394.94,0,1,59,12000,1367.537734,1374.956496
5795,766.491179,799.92,0,1,24,5200,1351.417476,250.54894
5796,4735.107991,0,2934.049373,0,0,6000,1141.819186,1469.022473
5797,1530.29332,256.69,3271.076793,0.1,3,4000,441.551162,454.65029
5798,261.946133,1215.64,0,0.5,15,6500,573.280563,285.852332
5799,0.288293,0,606.18161,0,0,2000,3630.305137,82.240686
5800,1922.172543,0,1810.839188,0,0,2000,481.087934,655.365553
5801,1101.328772,0,3061.014837,0,0,3000,649.339928,432.288614
5802,1459.534846,0,1275.554446,0,0,5500,827.318305,334.942449
5803,2882.431664,0,130.714887,0,0,3000,608.839527,1240.347359
5804,396.890847,3943.97,0,1,43,7500,3578.14443,179.793545
5805,866.363389,4127.83,0,0.75,15,7500,4774.49325,4419.482273
5806,434.932876,933.8,0,1,39,2700,253.085801,168.730445
5807,3830.916541,4065.66,2411.584248,1,36,5000,3811.271434,1169.995934
5808,36.412211,343.56,0,0.454545,7,2000,349.484812,133.622458
5809,69.722927,947.72,0,0.75,12,1200,769.133717,127.904622
5810,45.160837,0,79.46115,0,0,6500,486.597254,89.975046
5811,1295.733461,705.84,0,0.416667,8,1500,417.88231,571.226809
5812,2421.144942,2685.48,92.6579,1,42,4500,2010.800224,576.081228
5813,212.306148,0.7,1922.5936,0.083333,1,3500,0,
5814,2716.981814,0,1486.243293,0,0,8000,648.230914,651.277648
5815,2837.833628,5541.87,855.232779,1,49,6500,3909.7339,707.239263
5816,7.310526,70,0,0.666667,8,5000,98.099008,51.285181
5817,4322.806448,220.5,3767.104707,0.416667,11,11000,1170.484558,1025.146444
5818,1105.969915,0,291.608512,0,0,1200,366.079307,463.040434
5819,994.231031,487.6,38.690552,0.75,9,1000,755.610568,801.233778
5820,11.896546,86,0,0.083333,1,8000,488.720214,85.079975
5821,1114.38403,1956.43,521.664369,0.583333,18,1800,836.108453,1238.531629
5822,860.268175,0,1974.202963,0,0,2500,749.789889,292.755072
5823,4389.759633,473.74,2462.100789,0.166667,7,4500,999.619739,1893.402934
5824,4672.628863,483.02,1168.493188,1,25,8500,1476.028461,1151.108962
5825,1649.174527,0,364.489187,0,0,10000,1334.151756,415.982151
5826,179.765708,1628.62,0,1,36,5000,1642.917096,183.307728
5827,406.707189,0,211.485981,0,0,5000,602.755235,206.910997
5828,323.801713,0,1430.485333,0,0,1500,0,
5829,170.49564,2581.01,0,0.333333,10,4000,1088.390376,216.938095
5830,8038.893195,0,197.915586,0,0,9000,3569.182969,43132.72823
5831,649.896506,4919.76,191.376535,0.916667,48,6500,4854.34051,219.441278
5832,4081.115283,1133.98,495.425832,1,42,8500,1532.358832,1051.311348
5833,2551.808695,179.9,196.095144,0.25,7,3000,586.174437,924.177666
